date,BCSMASS,DUCMASS25,OCSMASS,PM2_5_proxy,SO2_CMASS,SO2_SMASS,SO4CMASS,SSCMASS25,TO3_dobson
8/21/2014,1.05E-09,1.46E-05,4.18E-09,2.72E-05,4.61E-06,4.01E-09,8.38E-06,4.18E-06,267.6588427
8/22/2014,6.32E-10,7.97E-06,2.51E-09,1.85E-05,2.89E-06,2.41E-09,6.13E-06,4.38E-06,269.1799227
8/23/2014,6.72E-10,6.61E-06,2.68E-09,1.44E-05,2.46E-06,2.43E-09,4.88E-06,2.89E-06,268.0056381
8/24/2014,7.91E-10,2.91E-06,2.97E-09,7.33E-06,1.27E-06,1.34E-09,3.37E-06,1.05E-06,267.4824791
8/25/2014,7.45E-10,6.36E-06,2.75E-09,1.04E-05,1.01E-06,1.08E-09,3.03E-06,9.95E-07,270.0554136
8/26/2014,5.99E-10,5.84E-06,2.28E-09,1.01E-05,1.01E-06,9.37E-10,3.66E-06,5.85E-07,265.0912514
8/27/2014,6.26E-10,2.98E-06,2.32E-09,5.76E-06,8.16E-07,9.05E-10,2.37E-06,4.10E-07,270.6407305
8/28/2014,4.93E-10,5.21E-06,1.89E-09,8.52E-06,6.51E-07,7.92E-10,2.75E-06,5.59E-07,268.9950256
8/29/2014,4.38E-10,5.43E-06,1.71E-09,9.39E-06,8.09E-07,7.71E-10,3.11E-06,8.41E-07,269.7518425
8/30/2014,3.38E-10,6.51E-06,1.34E-09,1.06E-05,9.30E-07,7.74E-10,3.27E-06,7.84E-07,269.0693906
8/31/2014,4.23E-10,7.35E-06,1.63E-09,1.13E-05,8.78E-07,8.02E-10,3.08E-06,8.78E-07,268.1522725
9/1/2014,5.51E-10,7.35E-06,2.08E-09,1.19E-05,1.03E-06,8.81E-10,3.16E-06,1.39E-06,267.7996457
9/2/2014,6.01E-10,1.06E-05,2.31E-09,1.53E-05,1.19E-06,1.03E-09,3.26E-06,1.40E-06,265.9709791
9/3/2014,5.90E-10,9.96E-06,2.22E-09,1.42E-05,9.95E-07,8.41E-10,2.96E-06,1.29E-06,270.7282791
9/4/2014,6.39E-10,8.79E-06,2.46E-09,1.27E-05,8.86E-07,1.11E-09,2.99E-06,9.05E-07,271.2213885
9/5/2014,5.35E-10,1.05E-05,2.06E-09,1.44E-05,8.26E-07,9.49E-10,3.26E-06,5.87E-07,268.4093933
9/6/2014,5.48E-10,1.12E-05,2.03E-09,1.52E-05,7.15E-07,8.91E-10,3.35E-06,6.51E-07,266.1963005
9/7/2014,5.80E-10,1.68E-05,2.15E-09,2.20E-05,8.46E-07,8.81E-10,4.17E-06,9.91E-07,270.7690811
9/8/2014,5.52E-10,3.00E-05,2.20E-09,3.91E-05,1.02E-06,9.75E-10,5.66E-06,3.49E-06,269.1675402
9/9/2014,5.98E-10,2.10E-05,2.52E-09,2.85E-05,1.11E-06,1.04E-09,4.98E-06,2.54E-06,268.2682966
9/10/2014,6.02E-10,2.12E-05,2.39E-09,2.84E-05,1.02E-06,8.15E-10,4.88E-06,2.39E-06,270.3277181
9/11/2014,6.39E-10,2.24E-05,2.63E-09,3.09E-05,1.03E-06,9.73E-10,5.70E-06,2.85E-06,267.9419212
9/12/2014,6.73E-10,1.71E-05,2.84E-09,2.50E-05,1.13E-06,1.12E-09,5.56E-06,2.38E-06,275.2211533
9/13/2014,7.33E-10,1.34E-05,3.07E-09,2.13E-05,1.12E-06,1.17E-09,5.80E-06,2.09E-06,270.8870977
9/14/2014,8.06E-10,1.28E-05,3.20E-09,2.09E-05,9.83E-07,1.26E-09,5.86E-06,2.16E-06,264.9354935
9/15/2014,6.13E-10,1.00E-05,2.38E-09,1.56E-05,7.31E-07,9.93E-10,4.68E-06,8.83E-07,265.9413401
9/16/2014,5.94E-10,1.01E-05,2.34E-09,1.71E-05,8.05E-07,9.20E-10,6.28E-06,7.34E-07,264.7799416
9/17/2014,6.93E-10,1.04E-05,2.82E-09,1.90E-05,9.24E-07,9.58E-10,7.72E-06,8.34E-07,268.7211316
9/18/2014,7.46E-10,1.42E-05,3.09E-09,2.79E-05,7.01E-07,9.53E-10,1.27E-05,1.02E-06,267.7981618
9/19/2014,7.79E-10,1.30E-05,3.22E-09,2.36E-05,9.01E-07,1.13E-09,9.11E-06,1.55E-06,266.9592768
9/20/2014,7.23E-10,8.27E-06,2.98E-09,1.81E-05,8.90E-07,8.69E-10,8.86E-06,1.00E-06,265.3883553
9/21/2014,1.02E-09,9.55E-06,4.24E-09,2.25E-05,1.35E-06,1.38E-09,1.20E-05,8.96E-07,266.8912175
9/22/2014,1.11E-09,1.21E-05,4.88E-09,2.47E-05,2.07E-06,2.00E-09,1.08E-05,1.82E-06,268.2111053
9/23/2014,1.61E-09,1.33E-05,7.30E-09,2.84E-05,2.86E-06,2.77E-09,1.40E-05,1.14E-06,272.0797361
9/24/2014,2.03E-09,1.61E-05,9.18E-09,4.25E-05,3.32E-06,3.00E-09,2.44E-05,2.05E-06,272.9617971
9/25/2014,1.29E-09,9.61E-06,5.57E-09,2.68E-05,2.76E-06,1.99E-09,1.42E-05,2.95E-06,272.7583275
9/26/2014,1.06E-09,6.36E-06,4.56E-09,1.90E-05,1.76E-06,1.32E-09,9.83E-06,2.82E-06,268.2283312
9/27/2014,8.28E-10,2.30E-06,3.36E-09,9.08E-06,1.52E-06,1.76E-09,5.68E-06,1.10E-06,267.5652122
9/28/2014,8.93E-10,2.85E-06,3.72E-09,9.59E-06,1.34E-06,1.26E-09,6.12E-06,6.15E-07,262.5768992
9/29/2014,7.61E-10,1.30E-06,2.98E-09,5.98E-06,1.28E-06,1.34E-09,4.22E-06,4.56E-07,264.8535474
9/30/2014,9.03E-10,4.32E-06,3.92E-09,1.19E-05,1.65E-06,1.27E-09,6.68E-06,9.10E-07,265.1252861
10/1/2014,8.58E-10,4.20E-06,3.66E-09,1.11E-05,1.98E-06,2.06E-09,6.10E-06,7.61E-07,268.2024485
10/2/2014,1.31E-09,1.73E-05,6.01E-09,3.63E-05,2.84E-06,2.18E-09,1.76E-05,1.30E-06,268.7481524
10/3/2014,1.64E-09,1.91E-05,7.56E-09,4.23E-05,2.73E-06,2.26E-09,2.20E-05,1.21E-06,267.4956296
10/4/2014,1.55E-09,1.65E-05,7.11E-09,3.94E-05,2.88E-06,2.86E-09,2.21E-05,7.47E-07,271.004289
10/5/2014,2.08E-09,2.24E-05,9.65E-09,5.26E-05,4.24E-06,3.91E-09,2.94E-05,8.02E-07,268.2745552
10/6/2014,2.36E-09,2.37E-05,1.10E-08,5.79E-05,4.17E-06,3.58E-09,3.38E-05,4.78E-07,270.6106033
10/7/2014,2.00E-09,1.84E-05,8.98E-09,4.13E-05,2.87E-06,2.72E-09,2.26E-05,3.04E-07,268.7551181
10/8/2014,1.69E-09,1.38E-05,7.61E-09,3.13E-05,1.61E-06,1.92E-09,1.67E-05,8.93E-07,261.9559657
10/9/2014,1.25E-09,5.35E-06,5.74E-09,1.75E-05,1.42E-06,1.94E-09,1.10E-05,1.09E-06,262.3867849
10/10/2014,1.23E-09,4.57E-06,5.73E-09,1.81E-05,1.85E-06,2.32E-09,1.24E-05,1.15E-06,265.2809372
10/11/2014,1.36E-09,7.14E-06,6.24E-09,3.69E-05,5.50E-06,3.06E-09,2.84E-05,1.29E-06,262.3971545
10/12/2014,1.92E-09,1.04E-05,8.60E-09,3.87E-05,8.99E-06,5.86E-09,2.53E-05,3.00E-06,261.5124652
10/13/2014,1.67E-09,1.51E-05,7.21E-09,3.39E-05,5.09E-06,3.12E-09,1.62E-05,2.55E-06,259.0201594
10/14/2014,1.68E-09,9.12E-06,7.19E-09,3.26E-05,5.47E-06,3.38E-09,1.96E-05,3.95E-06,262.1978569
10/15/2014,1.02E-09,3.33E-06,4.33E-09,1.56E-05,1.62E-06,1.13E-09,9.66E-06,2.62E-06,266.3407326
10/16/2014,8.18E-10,1.85E-06,3.35E-09,8.27E-06,1.46E-06,1.28E-09,5.54E-06,8.74E-07,261.2729568
10/17/2014,6.02E-10,1.49E-06,2.33E-09,6.78E-06,1.17E-06,1.01E-09,4.51E-06,7.73E-07,261.2892049
10/18/2014,5.70E-10,5.41E-07,2.18E-09,3.06E-06,3.81E-07,4.50E-10,2.31E-06,2.07E-07,260.0046476
10/19/2014,5.06E-10,9.77E-07,2.06E-09,3.57E-06,2.74E-07,3.74E-10,2.40E-06,1.91E-07,258.0592855
10/20/2014,7.66E-10,2.24E-06,3.30E-09,5.81E-06,4.84E-07,8.40E-10,3.12E-06,4.40E-07,255.9872195
10/21/2014,1.04E-09,7.34E-06,4.37E-09,1.60E-05,1.18E-06,1.29E-09,6.66E-06,2.01E-06,256.1114928
10/22/2014,8.84E-10,7.03E-06,3.66E-09,1.47E-05,6.30E-07,6.74E-10,6.03E-06,1.64E-06,260.3246651
10/23/2014,6.67E-10,2.31E-06,2.51E-09,6.40E-06,5.74E-07,4.72E-10,3.53E-06,5.59E-07,261.327507
10/24/2014,8.62E-10,1.27E-06,3.27E-09,6.49E-06,5.66E-07,6.76E-10,4.79E-06,4.33E-07,262.5582784
10/25/2014,1.18E-09,1.93E-06,4.86E-09,1.10E-05,1.61E-06,1.99E-09,8.67E-06,4.34E-07,260.8836365
10/26/2014,1.63E-09,3.54E-06,6.74E-09,1.01E-05,6.38E-07,1.02E-09,6.12E-06,4.30E-07,259.787796
10/27/2014,1.22E-09,4.50E-06,5.28E-09,1.08E-05,4.79E-07,6.25E-10,5.98E-06,3.01E-07,259.5271937
10/28/2014,9.74E-10,3.51E-06,4.49E-09,1.05E-05,7.42E-07,7.99E-10,6.44E-06,5.28E-07,260.6878319
10/29/2014,1.12E-09,5.52E-06,5.31E-09,1.66E-05,1.14E-06,9.70E-10,1.03E-05,7.81E-07,260.6668943
10/30/2014,1.66E-09,1.04E-05,7.95E-09,2.29E-05,1.74E-06,1.98E-09,1.14E-05,1.15E-06,260.5585086
10/31/2014,1.91E-09,1.25E-05,9.20E-09,2.39E-05,2.01E-06,2.73E-09,1.04E-05,9.52E-07,259.639576
11/1/2014,1.99E-09,1.04E-05,9.73E-09,2.16E-05,2.29E-06,4.21E-09,9.75E-06,1.36E-06,256.4662857
11/2/2014,2.21E-09,1.69E-05,1.10E-08,2.93E-05,3.06E-06,4.14E-09,1.12E-05,1.23E-06,255.5415827
11/3/2014,2.30E-09,2.01E-05,1.16E-08,3.17E-05,3.79E-06,5.57E-09,1.07E-05,8.87E-07,250.7419173
11/4/2014,2.16E-09,2.54E-05,1.10E-08,4.08E-05,6.52E-06,6.06E-09,1.44E-05,9.50E-07,258.7272854
11/5/2014,2.03E-09,2.66E-05,1.04E-08,4.26E-05,5.43E-06,5.12E-09,1.44E-05,1.55E-06,259.2808463
11/6/2014,2.45E-09,3.56E-05,1.26E-08,5.61E-05,6.26E-06,4.66E-09,1.92E-05,1.36E-06,257.1068001
11/7/2014,2.50E-09,3.60E-05,1.26E-08,5.94E-05,5.45E-06,3.98E-09,2.17E-05,1.78E-06,257.5914694
11/8/2014,2.40E-09,2.62E-05,1.20E-08,4.44E-05,5.56E-06,4.27E-09,1.66E-05,1.60E-06,259.0258586
11/9/2014,2.13E-09,3.09E-05,1.07E-08,5.44E-05,6.45E-06,4.06E-09,2.08E-05,2.66E-06,260.5428823
11/10/2014,2.30E-09,2.49E-05,1.10E-08,5.74E-05,2.75E-06,1.92E-09,3.06E-05,1.84E-06,259.1759644
11/11/2014,1.01E-09,5.54E-06,4.61E-09,1.38E-05,1.03E-06,8.72E-10,7.44E-06,8.33E-07,253.9711151
11/12/2014,5.43E-10,2.05E-06,2.27E-09,4.17E-06,2.46E-07,2.78E-10,1.57E-06,5.49E-07,252.0782178
11/13/2014,5.61E-10,1.48E-06,2.05E-09,3.39E-06,3.08E-07,3.06E-10,1.32E-06,5.97E-07,246.7743397
11/14/2014,7.76E-10,1.78E-06,3.12E-09,4.41E-06,5.59E-07,5.28E-10,2.31E-06,3.26E-07,250.2039223
11/15/2014,9.45E-10,5.67E-06,4.19E-09,1.05E-05,7.14E-07,4.84E-10,3.90E-06,9.52E-07,255.3976173
11/16/2014,1.28E-09,1.06E-05,5.98E-09,1.98E-05,1.20E-06,9.37E-10,7.86E-06,1.41E-06,253.9234829
11/17/2014,2.07E-09,1.56E-05,1.02E-08,3.00E-05,1.43E-06,9.12E-10,1.31E-05,1.26E-06,255.1129036
11/18/2014,1.56E-09,8.18E-06,7.57E-09,1.76E-05,9.05E-07,6.92E-10,8.04E-06,1.41E-06,256.5465329
11/19/2014,1.59E-09,9.33E-06,7.68E-09,1.98E-05,7.98E-07,6.33E-10,8.77E-06,1.70E-06,255.1005351
11/20/2014,1.38E-09,8.15E-06,6.62E-09,1.71E-05,7.53E-07,6.31E-10,7.20E-06,1.72E-06,253.4255568
11/21/2014,1.51E-09,9.20E-06,6.95E-09,1.93E-05,6.80E-07,7.27E-10,8.68E-06,1.39E-06,251.7230994
11/22/2014,1.45E-09,9.53E-06,6.55E-09,2.06E-05,5.70E-07,5.65E-10,9.73E-06,1.29E-06,252.214187
11/23/2014,1.26E-09,4.48E-06,5.89E-09,1.13E-05,6.63E-07,5.93E-10,5.74E-06,1.07E-06,249.6005802
11/24/2014,1.39E-09,5.46E-06,6.53E-09,1.30E-05,4.32E-07,4.65E-10,6.44E-06,1.10E-06,248.5965468
11/25/2014,2.01E-09,8.92E-06,9.39E-09,2.24E-05,8.21E-07,8.93E-10,1.14E-05,2.08E-06,248.4770635
11/26/2014,2.16E-09,8.20E-06,9.79E-09,2.27E-05,1.33E-06,1.07E-09,1.23E-05,2.24E-06,248.4984404
11/27/2014,2.12E-09,6.14E-06,9.75E-09,1.69E-05,2.21E-06,2.22E-09,9.64E-06,1.14E-06,246.6679815
11/28/2014,2.02E-09,4.72E-06,9.46E-09,1.34E-05,2.31E-06,3.43E-09,7.31E-06,1.40E-06,247.0782153
11/29/2014,3.26E-09,8.08E-06,1.49E-08,2.28E-05,2.54E-06,4.18E-09,1.23E-05,2.45E-06,244.9970061
11/30/2014,1.77E-09,4.75E-06,8.29E-09,1.33E-05,2.50E-06,4.10E-09,6.38E-06,2.15E-06,246.4017576
12/1/2014,1.31E-09,4.54E-06,5.96E-09,1.21E-05,1.59E-06,1.85E-09,5.32E-06,2.23E-06,248.0512212
12/2/2014,1.51E-09,5.37E-06,6.87E-09,1.38E-05,1.89E-06,2.17E-09,6.67E-06,1.78E-06,246.9277623
12/3/2014,1.58E-09,6.56E-06,7.17E-09,1.62E-05,4.32E-06,3.67E-09,8.40E-06,1.20E-06,243.2612063
12/4/2014,1.59E-09,6.03E-06,7.23E-09,1.45E-05,3.89E-06,3.02E-09,7.83E-06,6.34E-07,245.2556152
12/5/2014,1.86E-09,6.68E-06,8.34E-09,1.88E-05,2.75E-06,2.04E-09,1.09E-05,1.21E-06,242.4708201
12/6/2014,1.78E-09,5.22E-06,7.88E-09,1.35E-05,5.90E-07,6.63E-10,7.45E-06,8.74E-07,241.4839948
12/7/2014,1.99E-09,5.12E-06,8.83E-09,1.46E-05,6.71E-07,7.07E-10,8.22E-06,1.24E-06,243.3083102
12/8/2014,2.04E-09,4.86E-06,8.85E-09,1.33E-05,6.97E-07,6.59E-10,7.62E-06,8.56E-07,244.9815
12/9/2014,1.49E-09,4.32E-06,6.21E-09,1.21E-05,4.41E-07,4.44E-10,6.99E-06,8.08E-07,248.5796954
12/10/2014,7.57E-10,1.24E-06,2.97E-09,4.34E-06,5.45E-07,4.44E-10,2.82E-06,2.76E-07,242.9673564
12/11/2014,6.93E-10,4.11E-07,2.67E-09,2.48E-06,6.06E-07,5.89E-10,1.90E-06,1.62E-07,241.8360252
12/12/2014,8.14E-10,1.71E-06,3.21E-09,6.36E-06,4.59E-07,4.19E-10,3.37E-06,1.28E-06,242.9254773
12/13/2014,9.83E-10,2.95E-06,3.82E-09,8.90E-06,4.41E-07,4.86E-10,4.42E-06,1.53E-06,241.9199244
12/14/2014,1.26E-09,2.91E-06,5.33E-09,1.33E-05,6.60E-07,6.58E-10,7.67E-06,2.74E-06,242.9891955
12/15/2014,1.05E-09,2.00E-06,4.50E-09,7.84E-06,4.87E-07,4.18E-10,4.84E-06,9.91E-07,241.7053172
12/16/2014,8.62E-10,3.17E-06,3.58E-09,9.08E-06,3.37E-07,3.43E-10,4.52E-06,1.38E-06,242.6961823
12/17/2014,1.13E-09,4.42E-06,4.40E-09,1.37E-05,5.86E-07,4.75E-10,7.74E-06,1.52E-06,242.6487757
12/18/2014,8.95E-10,2.83E-06,3.30E-09,9.34E-06,4.31E-07,3.94E-10,4.70E-06,1.80E-06,239.4876823
12/19/2014,1.74E-09,3.57E-06,7.11E-09,1.71E-05,4.63E-07,3.57E-10,9.29E-06,4.19E-06,239.6915474
12/20/2014,2.16E-09,4.05E-06,9.13E-09,1.95E-05,1.20E-06,1.12E-09,1.15E-05,3.97E-06,237.0391363
12/21/2014,1.77E-09,4.87E-06,7.58E-09,2.17E-05,1.79E-06,9.08E-10,1.35E-05,3.36E-06,238.1331571
12/22/2014,1.51E-09,4.49E-06,6.44E-09,1.57E-05,5.93E-07,4.98E-10,8.85E-06,2.35E-06,241.8452797
12/23/2014,1.21E-09,4.12E-06,5.24E-09,1.68E-05,5.54E-07,3.64E-10,1.00E-05,2.64E-06,243.5660998
12/24/2014,1.50E-09,3.50E-06,6.45E-09,1.47E-05,4.68E-07,4.07E-10,8.79E-06,2.35E-06,247.2355207
12/25/2014,1.73E-09,3.41E-06,7.59E-09,1.33E-05,1.27E-06,1.86E-09,8.52E-06,1.37E-06,246.461132
12/26/2014,2.53E-09,3.56E-06,1.09E-08,1.78E-05,3.33E-06,3.86E-09,1.27E-05,1.55E-06,244.3057861
12/27/2014,3.13E-09,3.60E-06,1.33E-08,2.21E-05,2.68E-06,2.78E-09,1.65E-05,2.02E-06,243.3161634
12/28/2014,2.06E-09,3.50E-06,8.27E-09,1.53E-05,4.57E-07,6.39E-10,8.91E-06,2.86E-06,238.3045807
12/29/2014,1.73E-09,2.58E-06,6.71E-09,9.21E-06,3.56E-07,8.64E-10,5.01E-06,1.61E-06,238.3575376
12/30/2014,1.37E-09,2.82E-06,5.57E-09,1.09E-05,6.45E-07,7.60E-10,6.43E-06,1.68E-06,241.9948794
